CameraMaker,CameraModel,SensorWidth(mm),SensorHeight(mm),SensorWidth(pixels),SensorHeight(pixels)
Fujifilm,FinePix SL300,6.16,4.62,4315,3244
Fujifilm,FinePix T200,6.16,4.62,4315,3244
Fujifilm,FinePix T205,6.16,4.62,4315,3244
Fujifilm,FinePix T300,6.16,4.62,4315,3244
Fujifilm,FinePix T305,6.16,4.62,4315,3244
Fujifilm,FinePix T350,6.16,4.62,4315,3244
Fujifilm,FinePix T400,6.16,4.62,4612,3468
Fujifilm,FinePix T500,6.16,4.62,4612,3468
Fujifilm,FinePix T550,6.16,4.62,4612,3468
Fujifilm,FinePix V10 Zoom,5.75,4.32,2604,1958
Fujifilm,FinePix X100,23.6,15.8,4281,2873
Fujifilm,FinePix XP10,6.16,4.62,4029,3029
Fujifilm,FinePix XP100,6.16,4.62,4376,3290
Fujifilm,FinePix XP11,6.16,4.62,4029,3029
Fujifilm,FinePix XP150,6.16,4.62,4376,3290
Fujifilm,FinePix XP170,6.16,4.62,4376,3290
Fujifilm,FinePix XP20,6.16,4.62,4346,3268
Fujifilm,FinePix XP200,6.16,4.62,4671,3512
Fujifilm,FinePix XP22,6.16,4.62,4346,3268
Fujifilm,FinePix XP30,6.16,4.62,4346,3268
Fujifilm,FinePix XP33,6.16,4.62,4346,3268
Fujifilm,FinePix XP50,6.16,4.62,4376,3290
Fujifilm,FinePix XP60,6.16,4.62,4671,3512
Fujifilm,FinePix XP70,6.16,4.62,4671,3512
Fujifilm,FinePix Z1,5.75,4.32,2604,1958
Fujifilm,FinePix Z1000EXR,6.4,4.8,4612,3468
Fujifilm,FinePix Z100fd,5.75,4.32,3262,2453
Fujifilm,FinePix Z10fd,5.75,4.32,3051,2294
Fujifilm,FinePix Z110,6.16,4.62,4315,3244
Fujifilm,FinePix Z2,5.75,4.32,2604,1958
Fujifilm,FinePix Z200fd,6.16,4.62,3647,2742
Fujifilm,FinePix Z20fd,6.16,4.62,3647,2742
Fujifilm,FinePix Z3,5.75,4.32,2604,1958
Fujifilm,FinePix Z30,6.16,4.62,3647,2742
Fujifilm,FinePix Z300,6.16,4.62,3647,2742
Fujifilm,FinePix Z31,6.16,4.62,3647,2742
Fujifilm,FinePix Z33WP,6.16,4.62,3647,2742
Fujifilm,FinePix Z35,6.16,4.62,3647,2742
Fujifilm,FinePix Z37,6.16,4.62,3647,2742
Fujifilm,FinePix Z5fd,5.75,4.32,2894,2176
Fujifilm,FinePix Z70,6.16,4.62,4029,3029
Fujifilm,FinePix Z700EXR,6.4,4.8,3995,3004
Fujifilm,FinePix Z707EXR,6.4,4.8,3995,3004
Fujifilm,FinePix Z71,6.16,4.62,4029,3029
Fujifilm,FinePix Z80,6.16,4.62,4346,3268
Fujifilm,FinePix Z800EXR,6.4,4.8,3995,3004
Fujifilm,FinePix Z808EXR,6.4,4.8,3995,3004
Fujifilm,FinePix Z81,6.16,4.62,4346,3268
Fujifilm,FinePix Z90,6.16,4.62,4346,3268
Fujifilm,FinePix Z900EXR,6.4,4.8,4612,3468
Fujifilm,FinePix Z909EXR,6.4,4.8,4612,3468
Fujifilm,FinePix Z91,6.16,4.62,4346,3268
Fujifilm,FinePix Z950EXR,6.4,4.8,4612,3468
Fujifilm,MX-1200,6.4,4.8,1264,950
Fujifilm,MX-1400,5.33,4,1264,950
Fujifilm,MX-1500,6.4,4.8,1315,989
Fujifilm,MX-1700,6.4,4.8,1315,989
Fujifilm,MX-2700,6.4,4.8,1710,1286
Fujifilm,MX-2900 Zoom,6.4,4.8,1710,1286
Fujifilm,MX-500,6.4,4.8,1315,989
Fujifilm,MX-600 Zoom,6.4,4.8,1315,989
Fujifilm,MX-700,6.4,4.8,1315,989
Fujifilm,X-A1,23.6,15.6,4962,3286
Fujifilm,X-E1,23.6,15.6,4962,3286
Fujifilm,X-E2,23.6,15.6,4962,3286
Fujifilm,X-M1,23.6,15.6,4962,3286
Fujifilm,X-Pro1,23.6,15.6,4962,3286
Fujifilm,X-S1,8.8,6.6,3995,3004
Fujifilm,X-T1,23.6,15.6,4962,3286
Fujifilm,X10,8.8,6.6,3995,3004
Fujifilm,X100S,23.6,15.8,4929,3308
Fujifilm,X100T,23.6,15.6,4962,3286
Fujifilm,X20,8.8,6.6,3995,3004
Fujifilm,X30,8.8,6.6,3995,3004
Fujifilm,XF1,8.8,6.6,3995,3004
Fujifilm,XQ1,8.8,6.6,3995,3004
GE,A1030,7.53,5.64,3678,2745
GE,A1035,6.08,4.56,3665,2756
GE,A1050,6.08,4.56,3665,2756
GE,A1235,6.16,4.62,4029,3029
GE,A1250,6.16,4.62,4029,3029
GE,A1255,6.08,4.56,4060,3053
GE,A1455,6.16,4.62,4346,3268
GE,A1456W,6.16,4.62,4376,3290
GE,A730,5.75,4.32,3137,2359
GE,A735,5.75,4.32,3137,2359
GE,A830,5.75,4.32,3322,2498
GE,A835,5.75,4.32,3362,2528
GE,A950,6.08,4.56,3479,2616
GE,C1033,6.08,4.56,3665,2756
GE,C1233,6.08,4.56,4060,3053
GE,C1433,6.16,4.62,4376,3290
GE,C1440W,6.16,4.62,4330,3256
GE,Create,6.16,4.62,4060,3053
GE,E1030,7.53,5.64,3759,2805
GE,E1035,7.53,5.64,3759,2805
GE,E1040,7.53,5.64,3759,2805
GE,E1050,6.08,4.56,3772,2836
GE,E1050 TW,6.08,4.56,3665,2756
GE,E1055 W,6.08,4.56,3665,2756
GE,E1235,7.44,5.58,4060,3053
GE,E1240,7.53,5.64,4092,3054
GE,E1250TW,6.16,4.62,4029,3029
GE,E1255W,6.16,4.62,4029,3029
GE,E1276W,6.16,4.62,4029,3029
GE,E1410SW,6.16,4.62,4376,3290
GE,E1450W,6.16,4.62,4376,3290
GE,E1480W,6.16,4.62,4346,3268
GE,E1486TW,6.16,4.62,4346,3268
GE,E1680W,6.08,4.56,4684,3522
GE,E840S,5.75,4.32,3333,2506
GE,E850,5.75,4.32,3322,2498
GE,G 1,5.75,4.32,3137,2359
GE,G100,6.16,4.62,4378,3292
GE,G2,6.03,4.52,3325,2500
GE,G3,6.08,4.56,3772,2836
GE,G3WP,6.16,4.62,4029,3029
GE,G5WP,6.16,4.62,4029,3029
GE,J1050,6.08,4.56,3665,2756
GE,J1250,6.16,4.62,4029,3029
GE,J1455,6.16,4.62,4330,3256
GE,J1456W,6.16,4.62,4330,3256
GE,J1458W,6.16,4.62,4330,3256
GE,J1470S,6.08,4.56,4389,3300
GE,PJ1,6.16,4.62,4346,3268
GE,X1,5.75,4.32,4029,3029
GE,X3,6.08,4.56,3772,2836
GE,X500,6.16,4.62,4684,3522
GE,X550,6.16,4.62,4612,3468
GE,X600,6.16,4.62,4378,3292
HP,CA350,6.16,4.62,3647,2742
HP,CB350,6.16,4.62,4029,3029
HP,CW450,6.16,4.62,4078,3066
HP,CW450t,6.16,4.62,4078,3066
HP,Photosmart 120,6.4,4.8,1153,867
HP,Photosmart 318,5.33,4,1749,1315
HP,Photosmart 320,5.33,4,1672,1257
HP,Photosmart 435,5.33,4,2108,1585
HP,Photosmart 612,5.33,4,1749,1315
HP,Photosmart 620,4.8,3.6,1672,1257
HP,Photosmart 635,4.5,3.37,1678,1252
HP,Photosmart 715,7.11,5.33,2108,1585
HP,Photosmart 720,7.11,5.33,2108,1585
HP,Photosmart 733,5.33,4,2063,1551
HP,Photosmart 735,5.33,4,2108,1585
HP,Photosmart 812,7.11,5.33,2335,1756
HP,Photosmart 850,7.11,5.33,2335,1756
HP,Photosmart 935,7.11,5.33,2640,1985
HP,Photosmart 945,7.11,5.33,2604,1958
HP,Photosmart C20,8.8,6.6,1153,867
HP,Photosmart C200,8.8,6.6,1153,867
HP,Photosmart C215,5.33,4,1315,989
HP,Photosmart C30,8.8,6.6,1153,867
HP,Photosmart C315,5.33,4,1672,1257
HP,Photosmart C500,8.8,6.6,1631,1226
HP,Photosmart C618,5.33,4,1676,1260
HP,Photosmart C912,8.8,6.6,1710,1286
HP,Photosmart E317,5.75,4.32,2604,1958
HP,Photosmart E327,5.75,4.32,2579,1939
HP,Photosmart E337,5.75,4.32,2579,1939
HP,Photosmart E427,5.75,4.32,2825,2124
HP,Photosmart M22,5.75,4.32,2306,1734
HP,Photosmart M23,5.75,4.32,2306,1734
HP,Photosmart M307,5.33,4,2063,1551
HP,Photosmart M407,5.75,4.32,2335,1756
HP,Photosmart M417,5.75,4.32,2627,1975
HP,Photosmart M425,5.75,4.32,2579,1939
HP,Photosmart M437,5.75,4.32,2629,1977
HP,Photosmart M447,5.75,4.32,2579,1939
HP,Photosmart M517,5.75,4.32,2604,1958
HP,Photosmart M525,5.75,4.32,2825,2124
HP,Photosmart M527,5.75,4.32,2825,2124
HP,Photosmart M537,5.75,4.32,2894,2176
HP,Photosmart M547,5.75,4.32,2871,2159
HP,Photosmart M627,5.75,4.32,3051,2294
HP,Photosmart M637,5.75,4.32,3095,2327
HP,Photosmart M737,5.75,4.32,3262,2453
HP,Photosmart Mz67,7.11,5.33,3262,2453
HP,Photosmart R507,5.75,4.32,2363,1777
HP,Photosmart R607,5.75,4.32,2335,1756
HP,Photosmart R707,7.11,5.33,2604,1958
HP,Photosmart R717,7.11,5.33,2871,2159
HP,Photosmart R725,5.75,4.32,2871,2159
HP,Photosmart R727,5.75,4.32,2871,2159
HP,Photosmart R742,5.75,4.32,3051,2294
HP,Photosmart R817,5.75,4.32,2655,1996
HP,Photosmart R818,5.75,4.32,2655,1996
HP,Photosmart R827,5.75,4.32,3095,2327
HP,Photosmart R837,5.75,4.32,3137,2359
HP,Photosmart R847,5.75,4.32,3262,2453
HP,Photosmart R927,7.11,5.33,3302,2483
HP,Photosmart R937,5.75,4.32,3262,2453
HP,Photosmart R967,7.11,5.33,3665,2756
HP,PW460t,6.16,4.62,4078,3066
HP,PW550,6.16,4.62,4060,3053
HP,R607 BMW,5.75,4.32,2335,1756
HP,R607 Harajuku,5.75,4.32,2306,1734
HP,SB360,6.16,4.62,4029,3029
HP,SW450,6.16,4.62,4078,3066
Jenoptik,JD 1300 D,6.4,4.8,1315,989
Jenoptik,JD 1300 F,6.4,4.8,1315,989
Jenoptik,JD 1500 z3,6.4,4.8,1412,1062
Jenoptik,JD 2.1 FF,4.5,3.37,1678,1252
Jenoptik,JD 2.1 xz3,4.5,3.37,1678,1252
Jenoptik,JD 2100 AF,5.33,4,1676,1260
Jenoptik,JD 2100 F,5.33,4,1676,1260
Jenoptik,JD 2100 M,5.33,4,1676,1260
Jenoptik,JD 2100 z3 S,5.33,4,1676,1260
Jenoptik,JD 2300 z3,7.53,5.64,1755,1310
Jenoptik,JD 3.1 exclusiv,6.4,4.8,2031,1527
Jenoptik,JD 3.1 z3 MPEG 4,5.33,4,2047,1539
Jenoptik,JD 3.3 AF,5.33,4,2095,1575
Jenoptik,JD 3.3 xz3,5.33,4,2031,1527
Jenoptik,JD 3.3x4 ie,5.33,4,2031,1527
Jenoptik,JD 3.3z10,5.33,4,2108,1585
Jenoptik,JD 3300 z3,7.11,5.33,2079,1563
Jenoptik,JD 3300 z3 S,7.11,5.33,2076,1561
Jenoptik,JD 4.0 LCD,7.11,5.33,2306,1734
Jenoptik,JD 4.1 xz3,5.75,4.32,2343,1762
Jenoptik,JD 4.1 z3 MPEG4,5.75,4.32,2306,1734
Jenoptik,JD 4.1 z8,5.75,4.32,2306,1734
Jenoptik,JD 4.1 zoom,5.75,4.32,2306,1734
Jenoptik,JD 4100 z3,7.53,5.64,2353,1756
Jenoptik,JD 4100 z3 S,7.11,5.33,2306,1734
Jenoptik,JD 4100 zoom,7.11,5.33,2343,1762
Jenoptik,JD 4360z,7.11,5.33,2306,1734
Jenoptik,JD 4363z,7.11,5.33,2306,1734
